# Inputs whose document does not survive being written and read back.
#
# Generated by `make golden` from the inputs in markdown-verdicts.tsv.
# Only the losses are listed: an input arriving here used to convert without
# changing and no longer does, and one leaving is a fix.
#
# The class names what differs, as node and mark types. It is an index rather
# than a diagnosis: several of these are deliberate. See
# TestTheDocumentSurvivesTheWriter.
node:hardBreak	"[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[0\\\r](0)"
node:hardBreak	"[\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0\\\r0](0)"
node:mention	"[](jira-user:0)"
node:hardBreak	"\\\n0"
node:hardBreak	"\\\n0\\\n0"
node:hardBreak	"\\\n0\\\n\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0\\\n0"
node:hardBreak	"\\\n\\\n0"
node:hardBreak	"\\\n\\\n\\\n\\\n0"
node:hardBreak	"\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n0"
node:hardBreak	"\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n0"
node:hardBreak	"\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n\\\n0"
node:paragraph+node:tableCell+text	"|0\n| |\n|0\n|0|0"
node:paragraph+node:tableCell	"|\n|\n|\n||0\n| |\n|"
node:paragraph+node:tableCell	"|\n|\r|\n||0\n| |\n|"
node:paragraph+node:tableCell	"||0\n| |\n|"
node:paragraph+node:tableCell	"||0\n| |\n|\r|\n||0\n|\n|"
node:paragraph+node:tableCell	"||0\n| |\n|\r||0\n|\n|\n|"
node:paragraph+node:tableCell	"|||!||!\r|-\r|!"
node:paragraph+node:tableCell	"|||0\n| |\n|"
node:paragraph+node:tableCell	"||||0\n| |\n|"
node:paragraph+node:tableCell	"||||0\n| |\n|\n|\n|"
node:paragraph+node:tableCell	"||||0\n| |\n|\n|\r|\n|\n|\n|"
node:paragraph+node:tableCell	"||||0\n| |\n|\r|\n|\n|\n|"
node:paragraph+node:tableCell	"|||||0\n| |\n|\n|\n|\n|\r|\n|"
node:paragraph+node:tableCell	"|||||0\n| |\n|\n|\r|\n|\n|\n|"
node:paragraph+node:tableCell	"|||||\x7f||||||||||||||||||||||||||||||Y|0\n| |\n|"
node:paragraph+node:tableCell+text	"||||||0\n| |\n|\n|||||||0\r||0"
node:paragraph+node:tableCell+text	"||||||0\n| |\n|\n||||||||0\r||0"
node:paragraph+node:tableCell	"||||||0\r|-\r|"
node:paragraph+node:tableCell	"|||||||0\n| |\n|\n||0\n|\r|\n|\n|\n|||0"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|\n|\n|\n|"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|\n|\n|\n|||0"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|\n|\n|||||||0\n|\n||||0"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|\n|\n|||||||0\n|\n|||||0"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|\n|||||||\n|\n|"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n|\r|||||||||\n|\n|"
node:paragraph+node:tableCell	"||||||||0\n| |\n|\n||||||||\r|\n|\n|\n|"
node:paragraph+node:tableCell	"|||||||||0\n| |\n|\n|\n|\n|\r|\n|"
node:paragraph+node:tableCell	"|||||||||0\r|-\r|"
node:paragraph+node:tableCell	"||||||||||||0\n| |\n|\n|\r|\n|\n|||||||0\n|\n|\n|\r|\n|\n|||||||0\n|\n||||0"
node:paragraph+node:tableCell	"||||||||||||||||0\n| |\n|\n|\r|\n|\n|"
node:paragraph+node:tableCell	"||||||||||||||||0\n| |\n|\n|\r|\n|\n|\n|\n|"
node:paragraph+node:tableCell	"||||||||||||||||0\n| |\n|\n|||||||"
node:paragraph+node:tableCell	"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||x|||||||||||||||||||||||||||||||||||||||||||||0\n| |\n|"
node:paragraph+node:tableCell	"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0\n| |\n|"
